character	initial	final	tone	roman	ascii	pretty	no-emc-data
㗖	d	am	2	damˉ	dam2	dam	!
㗗	p	i	1	piˊ	pi1	pí	
㗘	p	og	3	pogˈ	pog3	pok	
㗙	ṭx	o	0	ṭxoˋ	txjo0	ṭxò	
㗚	l	on	3	lonˈ	lon3	lot	
㗛	s	iv	2	sivˉ	siv2	siv	
㗜	ṭx	rv	2	ṭxrvˉ	txjrv2	ṭxrv	!
㗝	k	ov	0	kovˋ	kov0	kòv	!
㗞	px	o	2	pxoˉ	pxo2	pxo	!
㗟	ṭ	y	2	ṭyˉ	tjy2	ṭy	!
㗠	ṭx	i	1	ṭxiˊ	txji1	ṭxí	!
㗡		ig	0	igˋ	ig0	ìg	!
㗢	h	ug	0	hugˋ	hug0	hùg	
㗣	tx	rj	2	txrjˉ	txrj2	txrj	!
㗤	ŧ	ug	3	ŧugˈ	tsug3	ŧuk	
㗥	kxv	og	3	kxvogˈ	kxvog3	kxvok	!
㗦	l	ov	0	lovˋ	lov0	lòv	
㗧	ṭ	rn	3	ṭrnˈ	tjrn3	ṭrt	
㗨	x	aj	0	xajˋ	xaj0	xàj	
㗩	s	rm	3	srmˈ	srm3	srp	
㗪	px	ej	0	pxejˋ	pxej0	pxèj	!
㗫	ŧx	in	3	ŧxinˈ	tsxin3	ŧxit	
㗬	ṭ	a	0	ṭaˋ	tja0	ṭà	
㗭	ṣ	ig	3	ṣigˈ	sjig3	ṣik	!
㗮	k	rg	0	krgˋ	krg0	kr̀g	!
㗯	ṭ	e	1	ṭeˊ	tje1	ṭé	!
㗰	ḍ	ug	0	ḍugˋ	djug0	ḍùg	!
㗱	đ	am	3	đamˈ	dzam3	đap	
㗲	qv	ag	3	qvagˈ	qvag3	qvak	
㗳	t	rm	3	trmˈ	trm3	trp	!
㗴	g	an	0	ganˋ	gan0	gàn	
㗵	xv	rn	3	xvrnˈ	xvrn3	xvrt	
㗶	px	un	3	pxunˈ	pxun3	pxut	!
㗷	ṭx	oj	2	ṭxojˉ	txjoj2	ṭxoj	!
㗸	h	am	0	hamˋ	ham0	hàm	!
㗹	v	i	0	viˋ	vi0	vì	!
㗺	ṣ	am	3	ṣamˈ	sjam3	ṣap	!
㗻	c	o	2	coˉ	co2	co	
㗼	g	im	3	gimˈ	gim3	gip	
㗽	x	ơg	1	xơgˊ	xeog1	xớg	!
㗾	x	ơ	0	xơˋ	xeo0	xờ	
㗾	h	ơ	0	hơˋ	heo0	hờ	
㗿	x	o	0	xoˋ	xo0	xò	
㘀	ŧ	og	3	ŧogˈ	tsog3	ŧok	
㘁		ig	3	igˈ	ig3	ik	
㘂	ḍ	i	0	ḍiˋ	dji0	ḍì	!
㘃	j	e	1	jeˊ	je1	jé	!
㘄	ql	rg	0	qlrgˋ	qlrg0	qlr̀g	!
㘅	h	am	0	hamˋ	ham0	hàm	!
㘆	tx	oj	1	txojˊ	txoj1	txój	
㘇	v	ig	0	vigˋ	vig0	vìg	!
㘈	g	ig	3	gigˈ	gig3	gik	
㘉	ṭ	ig	3	ṭigˈ	tjig3	ṭik	
㘉	ṭ	in	3	ṭinˈ	tjin3	ṭit	
㘊	kx	rm	3	kxrmˈ	kxrm3	kxrp	!
㘋	h	in	0	hinˋ	hin0	hìn	
㘌	cx	ơg	3	cxơgˈ	cxeog3	cxơk	
㘍	ŧ	rn	3	ŧrnˈ	tsrn3	ŧrt	
㘏	d	ov	2	dovˉ	dov2	dov	!
㘐	px	av	2	pxavˉ	pxav2	pxav	!
㘑	l	rj	2	lrjˉ	lrj2	lrj	!
㘒	ṭ	ug	1	ṭugˊ	tjug1	ṭúg	!
㘓	l	an	0	lanˋ	lan0	làn	
㘔	ṭx	oj	2	ṭxojˉ	txjoj2	ṭxoj	!
㘕	x	am	2	xamˉ	xam2	xam	!
㘖	g	an	0	ganˋ	gan0	gàn	!
㘗	kx	ơj	0	kxơjˋ	kxeoj0	kxờj	!
㘘	ql	yn	1	qlynˊ	qlyn1	qlýn	!
㘙	g	am	0	gamˋ	gam0	gàm	
㘚	x	am	2	xamˉ	xam2	xam	!
㘚	x	am	1	xamˊ	xam1	xám	!
㘛	x	rm	0	xrmˋ	xrm0	xr̀m	!
㘜	ḍ	rv	0	ḍrvˋ	djrv0	ḍr̀v	!
㘝	n	am	3	namˈ	nam3	nap	
㘞	v	o	2	voˉ	vo2	vo	!
㘟	ṭx	ơg	0	ṭxơgˋ	txjeog0	ṭxờg	!
㘠	p	ig	3	pigˈ	pig3	pik	
㘡	h	am	3	hamˈ	ham3	hap	!
㘢	qv	rg	1	qvrgˊ	qvrg1	qvŕg	!
㘣	ẓ	yn	0	ẓynˋ	zjyn0	ẓỳn	
㘤	qv	an	0	qvanˋ	qvan0	qvàn	!
㘥	j	rv	0	jrvˋ	jrv0	jr̀v	
㘥	g	o	0	goˋ	go0	gò	
㘦	c	rn	0	crnˋ	crn0	cr̀n	!
㘧	ḍ	ơj	2	ḍơjˉ	djeoj2	ḍơj	!
㘨	n	im	3	nimˈ	nim3	nip	
㘩	b	ej	2	bejˉ	bej2	bej	!
㘪	x	ov	2	xovˉ	xov2	xov	!
㘫	k	ig	1	kigˊ	kig1	kíg	!
㘬	q	av	2	qavˉ	qav2	qav	!
㘭	q	av	2	qavˉ	qav2	qav	!
㘭	q	av	0	qavˋ	qav0	qàv	!
㘮		ig	3	igˈ	ig3	ik	!
㘯	ḍ	ơg	0	ḍơgˋ	djeog0	ḍờg	!
㘰	ṭ	rm	0	ṭrmˋ	tjrm0	ṭr̀m	
㘱	tx	an	0	txanˋ	txan0	txàn	
㘲	k	ug	3	kugˈ	kug3	kuk	
㘳	qj	rv	0	qjrvˋ	qjrv0	qjr̀v	!
㘴	ḍ	o	2	ḍoˉ	djo2	ḍo	!
㘵	p	ov	2	povˉ	pov2	pov	!
㘶	c	in	3	cinˈ	cin3	cit	!
㘷	g	aj	2	gajˉ	gaj2	gaj	!
㘸	ṭ	og	2	ṭogˉ	tjog2	ṭog	!
㘹	ḍ	i	0	ḍiˋ	dji0	ḍì	!
㘺	w	rn	3	wrnˈ	wrn3	wrt	!
㘻	qj	rn	0	qjrnˋ	qjrn0	qjr̀n	
㘼	x	av	1	xavˊ	xav1	xáv	!
㘽	ṭ	oj	0	ṭojˋ	tjoj0	ṭòj	!
㘾		y	1	yˊ	y1	ý	!
㘿	n	in	3	ninˈ	nin3	nit	!
㙀	l	rv	2	lrvˉ	lrv2	lrv	
㙁	m	uj	0	mujˋ	muj0	mùj	
㙂	d	ơj	2	dơjˉ	deoj2	dơj	!
㙃	p	rg	0	prgˋ	prg0	pr̀g	!
㙄	b	rj	2	brjˉ	brj2	brj	
㙅	p	ov	1	povˊ	pov1	póv	!
㙆	v	rg	0	vrgˋ	vrg0	vr̀g	!
㙇	ṭx	ug	3	ṭxugˈ	txjug3	ṭxuk	
㙈	x	a	2	xaˉ	xa2	xa	!
㙉	tx	in	1	txinˊ	txin1	txín	!
㙊	ḍ	ơg	0	ḍơgˋ	djeog0	ḍờg	
㙋	k	ej	0	kejˋ	kej0	kèj	!
㙌	ṣ	ug	3	ṣugˈ	sjug3	ṣuk	!
㙍	ṭ	ơj	2	ṭơjˉ	tjeoj2	ṭơj	!
㙎	qv	i	0	qviˋ	qvi0	qvì	!
㙏	fx	ug	3	fxugˈ	fxug3	fxuk	
㙐	t	o	1	toˊ	to1	tó	!
㙑		y	1	yˊ	y1	ý	!
㙒	j	e	1	jeˊ	je1	jé	!
㙓	cv	i	0	cviˋ	cvi0	cvì	!
㙔	v	i	1	viˊ	vi1	ví	!
㙕	f	aj	2	fajˉ	faj2	faj	!
㙖		y	1	yˊ	y1	ý	!
㙗	q	uj	0	qujˋ	quj0	qùj	!
㙘	q	iv	0	qivˋ	qiv0	qìv	!
㙙	l	ug	1	lugˊ	lug1	lúg	
㙚	ṣ	ig	0	ṣigˋ	sjig0	ṣìg	!
㙛	p	ov	1	povˊ	pov1	póv	!
㙜	kx	og	3	kxogˈ	kxog3	kxok	!
㙝	x	im	3	ximˈ	xim3	xip	!
㙞	g	rn	3	grnˈ	grn3	grt	!
㙟	l	og	1	logˊ	log1	lóg	!
㙠	q	rj	0	qrjˋ	qrj0	qr̀j	
㙡	ṭ	ug	0	ṭugˋ	tjug0	ṭùg	!
㙢	m	un	0	munˋ	mun0	mùn	!
㙣	ṭ	ơg	2	ṭơgˉ	tjeog2	ṭơg	!
㙤	ql	a	2	qlaˉ	qla2	qla	
㙥	kv	rn	2	kvrnˉ	kvrn2	kvrn	!
㙦	ḍ	e	0	ḍeˋ	dje0	ḍè	!
㙧	l	rv	2	lrvˉ	lrv2	lrv	!
㙨	k	i	0	kiˋ	ki0	kì	
㙩	l	iv	0	livˋ	liv0	lìv	
㙪	q	rj	2	qrjˉ	qrj2	qrj	
㙫	ṭx	rm	3	ṭxrmˈ	txjrm3	ṭxrp	!
㙬	g	rn	0	grnˋ	grn0	gr̀n	!
㙭	kx	yn	3	kxynˈ	kxyn3	kxyt	!
㙮	t	am	3	tamˈ	tam3	tap	!
㙯	g	rj	2	grjˉ	grj2	grj	!
㙰	h	aj	1	hajˊ	haj1	háj	!
㙱	k	ov	1	kovˊ	kov1	kóv	
㙲	qj	ug	0	qjugˋ	qjug0	qjùg	
㙳	x	rm	1	xrmˊ	xrm1	xŕm	!
㙴	ṭx	im	2	ṭximˉ	txjim2	ṭxim	
㙵	d	oj	0	dojˋ	doj0	dòj	!
㙶	d	og	0	dogˋ	dog0	dòg	!
㙷	ḍ	am	3	ḍamˈ	djam3	ḍap	
㙸	px	og	3	pxogˈ	pxog3	pxok	!
㙹	m	ug	2	mugˉ	mug2	mug	!
㙺	cv	i	0	cviˋ	cvi0	cvì	!
㙻	ḍ	in	0	ḍinˋ	djin0	ḍìn	
㙼	l	ơj	1	lơjˊ	leoj1	lớj	!
㙽	ṣ	ig	3	ṣigˈ	sjig3	ṣik	!
㙾	h	og	3	hogˈ	hog3	hok	!
㙿	x	ej	0	xejˋ	xej0	xèj	!
㚀	x	i	0	xiˋ	xi0	xì	
㚁	kx	iv	2	kxivˉ	kxiv2	kxiv	
㚂	n	og	2	nogˉ	nog2	nog	
㚃	qv	rn	0	qvrnˋ	qvrn0	qvr̀n	
㚄	ṭ	i	2	ṭiˉ	tji2	ṭi	!
㚅	l	ug	0	lugˋ	lug0	lùg	
㚆	w	ug	3	wugˈ	wug3	wuk	!
㚇	ŧ	ug	0	ŧugˋ	tsug0	ŧùg	
㚈	g	oj	2	gojˉ	goj2	goj	!
㚉	k	u	1	kuˊ	ku1	kú	!
㚊	x	oj	0	xojˋ	xoj0	xòj	
㚋	t	iv	0	tivˋ	tiv0	tìv	
㚌	f	o	1	foˊ	fo1	fó	!
㚍	xv	uj	1	xvujˊ	xvuj1	xvúj	
㚎	x	ơj	2	xơjˉ	xeoj2	xơj	!
㚏	k	ov	1	kovˊ	kov1	kóv	!
㚐	tx	ov	2	txovˉ	txov2	txov	!
㚑	l	ig	0	ligˋ	lig0	lìg	!
㚒	ṣ	im	1	ṣimˊ	sjim1	ṣím	
㚓	l	oj	0	lojˋ	loj0	lòj	!
㚔	n	im	3	nimˈ	nim3	nip	
㚕	b	rn	3	brnˈ	brn3	brt	!
㚖	k	ov	1	kovˊ	kov1	kóv	
㚗	đ	e	0	đeˋ	dze0	đè	
㚘	b	un	2	bunˉ	bun2	bun	
㚙	k	a	0	kaˋ	ka0	kà	!
㚚	kxv	rg	0	kxvrgˋ	kxvrg0	kxvr̀g	!
㚛	x	rj	2	xrjˉ	xrj2	xrj	
㚜	v	ig	3	vigˈ	vig3	vik	
㚝	ṭ	ơj	0	ṭơjˋ	tjeoj0	ṭờj	!
㚞	ṣ	rm	1	ṣrmˊ	sjrm1	ṣŕm	!
㚟	ṭx	ơg	3	ṭxơgˈ	txjeog3	ṭxơk	!
㚠	x	iv	0	xivˋ	xiv0	xìv	
㚡	k	ej	1	kejˊ	kej1	kéj	!
㚢	n	ov	0	novˋ	nov0	nòv	
㚣	k	av	1	kavˊ	kav1	káv	!
㚤		ig	3	igˈ	ig3	ik	
㚥	q	y	0	qyˋ	qy0	qỳ	!
㚦	k	ej	0	kejˋ	kej0	kèj	!
㚧	ṭx	im	0	ṭximˋ	txjim0	ṭxìm	!
㚨	ṣ	rn	0	ṣrnˋ	sjrn0	ṣr̀n	!
㚩		im	1	imˊ	im1	ím	!
㚪	x	ov	2	xovˉ	xov2	xov	!
㚫	s	am	3	samˈ	sam3	sap	
㚬	kv	rn	0	kvrnˋ	kvrn0	kvr̀n	!
㚭	j	rv	0	jrvˋ	jrv0	jr̀v	!
㚮	t	am	0	tamˋ	tam0	tàm	!
㚰	px	uj	0	pxujˋ	pxuj0	pxùj	!
㚱	qj	rv	0	qjrvˋ	qjrv0	qjr̀v	!
㚲	ṭx	im	0	ṭximˋ	txjim0	ṭxìm	
㚳	q	a	2	qaˉ	qa2	qa	!
㚴	px	ov	2	pxovˉ	pxov2	pxov	!
㚵	t	ug	0	tugˋ	tug0	tùg	!
㚶	ḍ	i	1	ḍiˊ	dji1	ḍí	!
㚷	n	aj	1	najˊ	naj1	náj	
㚸	ṣ	i	0	ṣiˋ	sji0	ṣì	!
㚹	m	av	0	mavˋ	mav0	màv	!
㚺	j	rn	2	jrnˉ	jrn2	jrn	!
㚻	k	rj	0	krjˋ	krj0	kr̀j	!
㚼	qn	rv	1	qnrvˊ	qnrv1	qnŕv	!
㚽	x	av	1	xavˊ	xav1	xáv	!
㚾	x	ig	0	xigˋ	xig0	xìg	!
㚿	p	av	0	pavˋ	pav0	pàv	!
㛁	px	ag	0	pxagˋ	pxag0	pxàg	
㛂	n	o	0	noˋ	no0	nò	
㛃	k	in	3	kinˈ	kin3	kit	!
㛄	q	i	0	qiˋ	qi0	qì	
㛅	n	i	2	niˉ	ni2	ni	
㛆	t	o	2	toˉ	to2	to	
㛇	ṭ	og	0	ṭogˋ	tjog0	ṭòg	!
㛈	x	av	1	xavˊ	xav1	xáv	!
㛉	q	iv	2	qivˉ	qiv2	qiv	!
㛊	t	o	2	toˉ	to2	to	!
㛋	n	ej	1	nejˊ	nej1	néj	!
㛌	m	rv	0	mrvˋ	mrv0	mr̀v	!
㛍	x	im	3	ximˈ	xim3	xip	
㛎	l	ơj	1	lơjˊ	leoj1	lớj	!
㛏	c	rv	0	crvˋ	crv0	cr̀v	!
㛐	s	ov	1	sovˊ	sov1	sóv	
㛑	ŧx	an	2	ŧxanˉ	tsxan2	ŧxan	
㛒	d	rv	2	drvˉ	drv2	drv	
㛓	x	ej	0	xejˋ	xej0	xèj	!
㛔	f	ug	0	fugˋ	fug0	fùg	!
㛕	qj	rm	3	qjrmˈ	qjrm3	qjrp	!
㛖	ṣ	o	0	ṣoˋ	sjo0	ṣò	!
㛗	ŧx	e	0	ŧxeˋ	tsxe0	ŧxè	
㛘	px	un	3	pxunˈ	pxun3	pxut	
㛙	ṣ	rn	0	ṣrnˋ	sjrn0	ṣr̀n	!
㛚	tx	ug	1	txugˊ	txug1	txúg	!
㛛	ṣ	rn	0	ṣrnˋ	sjrn0	ṣr̀n	!
㛜	j	rv	0	jrvˋ	jrv0	jr̀v	!
㛝	p	uj	2	pujˉ	puj2	puj	!
㛞	l	ug	2	lugˉ	lug2	lug	!
㛟		un	2	unˉ	un2	un	!
㛡	v	rn	2	vrnˉ	vrn2	vrn	!
㛢	ṣ	rv	2	ṣrvˉ	sjrv2	ṣrv	!
㛥	tx	am	3	txamˈ	txam3	txap	
㛦	l	rm	1	lrmˊ	lrm1	lŕm	!
㛧	m	rn	1	mrnˊ	mrn1	mŕn	
㛨	kx	ơg	1	kxơgˊ	kxeog1	kxớg	!
㛩	ḍ	ug	3	ḍugˈ	djug3	ḍuk	!
㛪	q	im	2	qimˉ	qim2	qim	
㛫	ṣ	ig	3	ṣigˈ	sjig3	ṣik	!
㛬	l	ug	3	lugˈ	lug3	luk	!
㛭	ṣ	ig	3	ṣigˈ	sjig3	ṣik	!
㛮	s	ov	1	sovˊ	sov1	sóv	
㛯	f	an	2	fanˉ	fan2	fan	!
㛰	f	rn	0	frnˋ	frn0	fr̀n	!
㛱	q	uj	1	qujˊ	quj1	qúj	
㛲	f	an	3	fanˈ	fan3	fat	!
㛳	j	rj	2	jrjˉ	jrj2	jrj	
㛴	n	ov	1	novˊ	nov1	nóv	
㛵	ṭx	ig	0	ṭxigˋ	txjig0	ṭxìg	!
㛶	tx	an	2	txanˉ	txan2	txan	
㛷	k	rj	0	krjˋ	krj0	kr̀j	!
㛸	ẓ	y	2	ẓyˉ	zjy2	ẓy	!
㛹	b	in	0	binˋ	bin0	bìn	
㛺	qj	rm	0	qjrmˋ	qjrm0	qjr̀m	!
㛻	qv	aj	0	qvajˋ	qvaj0	qvàj	!
㛼	ṭx	am	3	ṭxamˈ	txjam3	ṭxap	
㛽	ṣ	an	0	ṣanˋ	sjan0	ṣàn	!
㛾	h	am	0	hamˋ	ham0	hàm	!
㜀	ṣ	ơg	0	ṣơgˋ	sjeog0	ṣờg	!
㜁	ḍ	a	0	ḍaˋ	dja0	ḍà	!
㜂	f	ug	0	fugˋ	fug0	fùg	!
㜃	ql	yn	1	qlynˊ	qlyn1	qlýn	!
㜄	ḍ	rm	0	ḍrmˋ	djrm0	ḍr̀m	!
㜅	x	ug	3	xugˈ	xug3	xuk	
㜆	m	rj	2	mrjˉ	mrj2	mrj	!
㜇	qv	i	2	qviˉ	qvi2	qvi	
㜈	m	ug	3	mugˈ	mug3	muk	!
㜉	qj	ug	0	qjugˋ	qjug0	qjùg	!
㜊	ṭ	in	1	ṭinˊ	tjin1	ṭín	
㜋	q	ig	3	qigˈ	qig3	qik	!
㜌	n	rv	1	nrvˊ	nrv1	nŕv	!
㜍	d	og	0	dogˋ	dog0	dòg	!
㜎	h	rj	0	hrjˋ	hrj0	hr̀j	
㜏	v	rn	0	vrnˋ	vrn0	vr̀n	!
㜐	ẓ	y	2	ẓyˉ	zjy2	ẓy	!
㜑	b	o	0	boˋ	bo0	bò	!
㜒	g	rj	2	grjˉ	grj2	grj	!
㜓	t	am	3	tamˈ	tam3	tap	
㜔	k	ig	1	kigˊ	kig1	kíg	!
㜕	l	in	0	linˋ	lin0	lìn	!
㜖	ḍ	ov	0	ḍovˋ	djov0	ḍòv	!
㜗	ŧx	am	0	ŧxamˋ	tsxam0	ŧxàm	
㜘	ŧ	e	0	ŧeˋ	tse0	ŧè	
㜙	l	ug	3	lugˈ	lug3	luk	!
㜚	ṣ	ug	3	ṣugˈ	sjug3	ṣuk	!
㜛		yn	1	ynˊ	yn1	ýn	!
㜜	g	ov	2	govˉ	gov2	gov	!
㜝	g	om	1	gomˊ	gom1	góm	
㜞	ṭx	im	2	ṭximˉ	txjim2	ṭxim	!
㜟	x	am	2	xamˉ	xam2	xam	!
㜠	ṭx	ơj	0	ṭxơjˋ	txjeoj0	ṭxờj	!
㜡	ṭx	ug	0	ṭxugˋ	txjug0	ṭxùg	!
㜢	l	y	1	lyˊ	ly1	lý	
㜣	ṇ	in	0	ṇinˋ	njin0	ṇìn	
㜤	n	im	1	nimˊ	nim1	ním	
㜥	m	aj	0	majˋ	maj0	màj	!
㜦	ḍ	rm	0	ḍrmˋ	djrm0	ḍr̀m	!
㜧	q	yn	3	qynˈ	qyn3	qyt	!
㜨	n	aj	0	najˋ	naj0	nàj	!
㜩	q	ov	2	qovˉ	qov2	qov	!
㜪	ṣ	rn	0	ṣrnˋ	sjrn0	ṣr̀n	
㜫	m	ej	1	mejˊ	mej1	méj	!
㜬	t	am	0	tamˋ	tam0	tàm	!
㜭	t	og	0	togˋ	tog0	tòg	!
㜮	l	am	2	lamˉ	lam2	lam	
㜯	x	ej	0	xejˋ	xej0	xèj	!
㜰	j	og	3	jogˈ	jog3	jok	
㜱	ṭ	rn	3	ṭrnˈ	tjrn3	ṭrt	!
㜲		ig	0	igˋ	ig0	ìg	
㜳	hv	aj	0	hvajˋ	hvaj0	hvàj	
㜴	m	rg	2	mrgˉ	mrg2	mrg	!
㜵	n	iv	1	nivˊ	niv1	nív	
㜶	m	in	1	minˊ	min1	mín	!
㜷	n	aj	1	najˊ	naj1	náj	
㜸	g	in	3	ginˈ	gin3	git	
㜸	g	im	3	gimˈ	gim3	gip	
㜹	c	ơj	0	cơjˋ	ceoj0	cờj	!
㜺	ŧ	an	1	ŧanˊ	tsan1	ŧán	
㜻	ql	yn	1	qlynˊ	qlyn1	qlýn	!
㜼	ḍ	rn	3	ḍrnˈ	djrn3	ḍrt	!
㜽	ŧ	i	1	ŧiˊ	tsi1	ŧí	
㜾	h	aj	0	hajˋ	haj0	hàj	!
㜿	ḍ	ơj	2	ḍơjˉ	djeoj2	ḍơj	!
㝀	x	ov	1	xovˊ	xov1	xóv	!
㝁	x	yn	0	xynˋ	xyn0	xỳn	!
㝂	ṭ	rj	2	ṭrjˉ	tjrj2	ṭrj	
㝃	m	in	1	minˊ	min1	mín	
㝄	ẓ	on	0	ẓonˋ	zjon0	ẓòn	!
㝅	k	rv	2	krvˉ	krv2	krv	
㝆	x	ej	1	xejˊ	xej1	xéj	!
㝇	ẓ	on	0	ẓonˋ	zjon0	ẓòn	!
㝈	l	yn	0	lynˋ	lyn0	lỳn	
㝊	ṣ	rv	1	ṣrvˊ	sjrv1	ṣŕv	!
㝋	l	iv	0	livˋ	liv0	lìv	!
㝌	k	rv	2	krvˉ	krv2	krv	
㝍	ṣ	e	1	ṣeˊ	sje1	ṣé	!
㝎	d	ig	2	digˉ	dig2	dig	!
㝏	k	aj	2	kajˉ	kaj2	kaj	
㝐	j	ug	0	jugˋ	jug0	jùg	
㝑	b	og	0	bogˋ	bog0	bòg	!
㝒	k	ơj	0	kơjˋ	keoj0	kờj	!
㝓	x	rm	3	xrmˈ	xrm3	xrp	!
㝔	q	iv	1	qivˊ	qiv1	qív	!
㝔	q	iv	2	qivˉ	qiv2	qiv	!
㝕	n	ig	0	nigˋ	nig0	nìg	!
㝖	g	i	0	giˋ	gi0	gì	
㝗	l	og	0	logˋ	log0	lòg	
㝗	l	og	2	logˉ	log2	log	
㝘	j	ug	0	jugˋ	jug0	jùg	!
㝙	j	rn	0	jrnˋ	jrn0	jr̀n	!
㝚		in	0	inˋ	in0	ìn	!
㝛	ṣ	ug	3	ṣugˈ	sjug3	ṣuk	!
㝛	ṣ	rv	2	ṣrvˉ	sjrv2	ṣrv	!
㝜	ṣ	ig	3	ṣigˈ	sjig3	ṣik	!
㝝	l	rm	0	lrmˋ	lrm0	lr̀m	!
㝞	q	a	0	qaˋ	qa0	qà	
㝟	m	ov	2	movˉ	mov2	mov	!
㝠	m	ig	0	migˋ	mig0	mìg	!
㝠	m	ig	1	migˊ	mig1	míg	!
㝡	ṭ	ơj	2	ṭơjˉ	tjeoj2	ṭơj	!
㝢		y	1	yˊ	y1	ý	
㝣	q	rj	2	qrjˉ	qrj2	qrj	
㝤	k	rv	2	krvˉ	krv2	krv	
㝥	m	rj	0	mrjˋ	mrj0	mr̀j	!
㝦	ṭ	on	2	ṭonˉ	tjon2	ṭon	!
㝧	qv	rn	1	qvrnˊ	qvrn1	qvŕn	!
㝨		yn	0	ynˋ	yn0	ỳn	!
㝩	x	oj	0	xojˋ	xoj0	xòj	
㝩	x	og	0	xogˋ	xog0	xòg	
㝪	t	im	2	timˉ	tim2	tim	
㝫	l	ug	0	lugˋ	lug0	lùg	!
㝬		u	0	uˋ	u0	ù	!
㝭	ṣ	ig	1	ṣigˊ	sjig1	ṣíg	!
㝮	ṭx	ơj	2	ṭxơjˉ	txjeoj2	ṭxơj	!
㝯	c	iv	0	civˋ	civ0	cìv	
㝰	m	in	0	minˋ	min0	mìn	
㝱	m	ug	2	mugˉ	mug2	mug	
㝱	m	ug	0	mugˋ	mug0	mùg	
㝲	ṭx	rm	1	ṭxrmˊ	txjrm1	ṭxŕm	!
㝳	ṣ	rm	0	ṣrmˋ	sjrm0	ṣr̀m	!
㝴		yn	0	ynˋ	yn0	ỳn	!
㝵	t	rg	3	trgˈ	trg3	trk	!
㝶	t	rg	3	trgˈ	trg3	trk	!
㝷	ḍ	rm	0	ḍrmˋ	djrm0	ḍr̀m	!
㝸	b	in	2	binˉ	bin2	bin	!
㝹	n	rv	0	nrvˋ	nrv0	nr̀v	!
㝺	l	im	0	limˋ	lim0	lìm	!
㝻	k	rn	1	krnˊ	krn1	kŕn	
㝼	q	y	0	qyˋ	qy0	qỳ	
㝽	ṣ	ơj	1	ṣơjˊ	sjeoj1	ṣớj	!
㝾	ŧ	o	1	ŧoˊ	tso1	ŧó	
㝿	p	rj	0	prjˋ	prj0	pr̀j	
㝿	p	o	1	poˊ	po1	pó	
㝿	p	ej	2	pejˉ	pej2	pej	
㞀	f	uj	0	fujˋ	fuj0	fùj	!
㞁		iv	2	ivˉ	iv2	iv	
㞂	tx	uj	1	txujˊ	txuj1	txúj	
㞃	cx	eg	3	cxegˈ	cxeg3	cxek	!
㞄	q	om	0	qomˋ	qom0	qòm	
㞅	l	o	2	loˉ	lo2	lo	!
㞆	k	i	1	kiˊ	ki1	kí	
㞇	q	uj	1	qujˊ	quj1	qúj	
㞈	p	un	3	punˈ	pun3	put	!
㞉	ṭ	an	3	ṭanˈ	tjan3	ṭat	!
㞊	ṣ	on	3	ṣonˈ	sjon3	ṣot	!
㞋	qn	in	1	qninˊ	qnin1	qnín	
㞌	j	rn	2	jrnˉ	jrn2	jrn	!
㞍		yn	0	ynˋ	yn0	ỳn	!
㞎	p	a	1	paˊ	pa1	pá	!
㞏	ḍ	am	3	ḍamˈ	djam3	ḍap	
㞐	k	ơj	0	kơjˋ	keoj0	kờj	!
㞐	k	ej	0	kejˋ	kej0	kèj	!
㞑	m	ej	1	mejˊ	mej1	méj	!
㞒	q	rj	2	qrjˉ	qrj2	qrj	
㞒	x	ej	2	xejˉ	xej2	xej	
㞓	x	i	2	xiˉ	xi2	xi	
㞔		i	0	iˋ	i0	ì	!
㞕	s	in	3	sinˈ	sin3	sit	
㞖	ṭx	i	0	ṭxiˋ	txji0	ṭxì	!
㞗	c	rv	0	crvˋ	crv0	cr̀v	!
㞗	k	rv	0	krvˋ	krv0	kr̀v	!
㞘	t	ug	3	tugˈ	tug3	tuk	!
㞙	n	iv	2	nivˉ	niv2	niv	
㞚	ṭx	rm	3	ṭxrmˈ	txjrm3	ṭxrp	
㞛	k	i	1	kiˊ	ki1	kí	
㞜	tx	uj	0	txujˋ	txuj0	txùj	
㞝	ṭx	ig	3	ṭxigˈ	txjig3	ṭxik	!
㞞	ẓ	ug	0	ẓugˋ	zjug0	ẓùg	!
㞞	ḍ	ug	0	ḍugˋ	djug0	ḍùg	!
㞟	d	in	2	dinˉ	din2	din	
㞠	l	iv	0	livˋ	liv0	lìv	!
㞡	ṭ	in	1	ṭinˊ	tjin1	ṭín	
㞢	ṭ	i	0	ṭiˋ	tji0	ṭì	
㞣	fx	rn	0	fxrnˋ	fxrn0	fxr̀n	
㞤	j	rm	0	jrmˋ	jrm0	jr̀m	!
㞥	ẓ	rm	0	ẓrmˋ	zjrm0	ẓr̀m	
㞦	k	i	1	kiˊ	ki1	kí	
㞧		uj	2	ujˉ	uj2	uj	!
㞨	ṭ	i	1	ṭiˊ	tji1	ṭí	!
㞩	l	am	0	lamˋ	lam0	làm	!
㞪	n	ov	0	novˋ	nov0	nòv	!
㞫	ṭ	rv	1	ṭrvˊ	tjrv1	ṭŕv	!
㞬	qj	rn	1	qjrnˊ	qjrn1	qjŕn	!
㞭	d	aj	2	dajˉ	daj2	daj	!
㞮	g	rj	0	grjˋ	grj0	gr̀j	!
㞯	x	ej	1	xejˊ	xej1	xéj	!
㞰	x	ơj	1	xơjˊ	xeoj1	xớj	!
